year,st,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1980,33,18478,20739,326919,324212,2479,11.998,2324,11.248,51677,17453,34224,5.383,15.939,46501,16326,30175,5.036,14.343,5176,1.596,28.686,1670,1683,9529
1980,34,136352,155052,2584688,2573868,17820,11.588,15279,9.936,389033,123815,265218,4.810,15.115,367162,105821,261341,4.111,14.265,21871,0.850,28.530,11034,11094,55097
1980,35,23239,26993,332266,332708,4034,15.024,3747,13.956,62981,25996,36985,7.813,18.930,64204,22746,41458,6.837,19.297,-1223,-0.368,37.860,2669,2690,14323
1980,36,319180,360941,5931980,5908571,39424,10.934,38672,10.725,866683,262480,604203,4.442,14.668,821558,258199,563359,4.370,13.905,45125,0.764,27.809,28693,28931,146357
1980,37,92872,112920,1998146,1992553,13503,12.018,12373,11.012,266574,89583,176991,4.496,13.379,253894,74911,178983,3.760,12.742,12680,0.636,25.484,8992,9104,43001
1980,38,14100,16060,174927,173286,1961,12.294,1744,10.933,30191,10928,19263,6.306,17.423,26977,8553,18424,4.936,15.568,3214,1.855,31.136,1308,1315,5639
1980,39,159885,199407,3733189,3769605,20234,10.164,19575,9.833,480269,151452,328817,4.018,12.741,552799,142300,410499,3.775,14.665,-72530,-1.924,25.481,13610,13798,68246
1980,40,54935,64139,885983,870744,9382,14.778,8075,12.719,173391,67938,105453,7.802,19.913,141853,49000,92853,5.627,16.291,31538,3.622,32.582,6016,6081,32202
1980,41,53436,61994,842449,839199,9564,15.593,8249,13.449,151849,60011,91838,7.151,18.095,145949,49834,96115,5.938,17.391,5900,0.703,34.783,6073,6190,31436
1980,42,181836,218387,4054303,4050029,21266,9.737,21294,9.750,534495,167829,366666,4.144,13.197,524093,153277,370816,3.785,12.940,10402,0.257,25.881,15274,15455,80203
1980,44,18729,20779,340159,340647,2120,10.218,2059,9.924,44965,13076,31889,3.839,13.200,46025,11803,34222,3.465,13.511,-1060,-0.311,26.400,1499,1509,6381
1980,45,46272,55321,956877,948872,7058,12.844,6320,11.501,136787,45656,91131,4.812,14.416,120802,35557,85245,3.747,12.731,15985,1.685,25.462,4569,4652,19734
1980,46,14885,16785,180586,180539,1901,11.352,1822,10.881,29441,11280,18161,6.248,16.307,29486,9429,20057,5.223,16.332,-45,-0.025,32.615,1350,1357,5666
1980,47,70194,84111,1432436,1441230,10570,12.614,9946,11.869,203321,70792,132529,4.912,14.107,220890,66159,154731,4.590,15.326,-17569,-1.219,28.215,7319,7400,38316
1980,48,244420,301716,4886242,4793526,46358,15.616,36639,12.342,972188,353381,618807,7.372,20.281,783846,252685,531161,5.271,16.352,188342,3.929,32.704,26342,26741,151854
1980,49,23897,27843,436057,432420,4129,14.866,3992,14.373,78911,30156,48755,6.974,18.249,71651,27022,44629,6.249,16.570,7260,1.679,33.140,2896,2932,16369
1980,50,11546,12831,166946,166467,1572,12.353,1362,10.702,24313,7378,16935,4.432,14.605,23166,6267,16899,3.765,13.916,1147,0.689,27.833,1051,1057,4069
1980,51,80536,98180,1630162,1614451,12020,12.333,10590,10.865,247926,80449,167477,4.983,15.357,216240,62639,153601,3.880,13.394,31686,1.963,26.788,7617,7700,34986
1980,53,76470,89775,1261064,1241990,13125,14.736,11709,13.146,242250,86127,156123,6.935,19.505,205178,69465,135713,5.593,16.520,37072,2.985,33.040,8442,8542,45822
1980,54,27516,32146,482667,490192,3727,11.587,3768,11.714,66619,23919,42700,4.880,13.590,81390,21966,59424,4.481,16.604,-14771,-3.013,27.181,2764,2773,11785
1980,55,81944,95046,1616016,1620891,9590,10.115,9123,9.622,200522,61333,139189,3.784,12.371,211207,55768,155439,3.441,13.030,-10685,-0.659,24.742,6662,6736,32162
1980,56,11446,12861,150896,147085,2057,16.276,1611,12.747,33303,12905,20398,8.774,22.642,25683,9229,16454,6.275,17.461,7620,5.181,34.923,1161,1179,6441
1981,01,55314,67132,1065436,1069480,8301,12.351,8456,12.582,167232,65932,101300,6.165,15.637,175620,51702,123918,4.834,16.421,-8388,-0.784,31.274,6253,6341,32055
1981,02,7659,9037,118724,112539,1630,18.438,1237,13.992,32294,11403,20891,10.132,28.696,19699,7204,12495,6.401,17.504,12595,11.192,35.008,811,816,4025
1981,04,46222,56238,839383,828844,9421,17.102,7119,12.923,159583,66092,93491,7.974,19.254,138253,43329,94924,5.228,16.680,21330,2.573,33.360,5212,5290,27963
1981,05,37100,42885,595814,597030,5444,12.689,5478,12.769,90148,36937,53211,6.187,15.099,93058,27861,65197,4.667,15.587,-2910,-0.487,30.199,4079,4118,18676
1981,06,433471,522245,8421355,8338236,78243,15.162,65855,12.761,1568731,593557,975174,7.118,18.814,1400041,460815,939226,5.527,16.791,168690,2.023,33.581,46777,47503,267118
